procurement_id,agency,contract_title,country,renewal_date,estimated_value,incumbent,prime_pathwy_priority,days_to_renewal,action_required
PROC-00902,City of Benicia — Finance Department,Records Management & Document Digitization Services — City of Benicia,US,2028-01-19,"$25,000,000+",Jacobs Engineering Group,HIGH — Prepare in 30 Days,599,Monitor
PROC-01627,University of California System (UC),Transportation & Logistics Services — University of California System (UC),US,2028-01-19,"$300,000–$500,000",Pitney Bowes Inc.,WATCH — 90+ Days,599,Monitor
PROC-02066,San Francisco Municipal Transportation Agency (SFMTA),Pest Control & Sanitation Services — San Francisco Municipal Transportation Agency (SFMTA),US,2028-01-19,"$75,000–$150,000",Clean Harbors Inc.,MEDIUM — 60-Day Pipeline,599,Monitor
PROC-02748,Social Security Administration (SSA),Transportation & Logistics Services — Social Security Administration (SSA),US,2028-01-19,"$1,000,000–$2,500,000",Coverall Holding Company,WATCH — 90+ Days,599,Monitor
PROC-00301,City of Fairfield — Purchasing,Fleet Maintenance & Vehicle Repair Services — City of Fairfield,US,2028-01-20,"$300,000–$500,000",CACI International,CRITICAL — Bid Now,600,Monitor
PROC-01366,City of Vancouver — Procurement Services,Food Services & Catering Contract — City of Vancouver,CA,2028-01-20,"$500,000–$1,000,000",Unknown/No Incumbent,WATCH — 90+ Days,600,Monitor
PROC-02819,City of Seattle — Purchasing & Contracting,Records Management & Document Digitization Services — City of Seattle,US,2028-01-20,"$10,000,000–$25,000,000",Recall Holdings,CRITICAL — Bid Now,600,Monitor
PROC-02892,Toronto Transit Commission (TTC) — Procurement,AI & Process Automation Implementation Services — Toronto Transit Commission (TTC),CA,2028-01-20,"$2,500,000–$5,000,000",Waste Management Inc.,HIGH — Prepare in 30 Days,600,Monitor
PROC-00609,US Postal Service (USPS) — Procurement,Electrical Maintenance & Repair Services — US Postal Service (USPS),US,2028-01-21,"$2,500,000–$5,000,000",Kforce Inc.,HIGH — Prepare in 30 Days,601,Monitor
PROC-01601,Transport for NSW,Public Works & Infrastructure Maintenance — Transport for NSW,AU,2028-01-21,"$300,000–$500,000",Xerox Corporation,HIGH — Prepare in 30 Days,601,Monitor
PROC-01652,Miami-Dade County — Internal Services Department,Facilities Maintenance & Repair Services — Miami-Dade County,US,2028-01-21,"$1,000,000–$2,500,000",Local Independent Vendor,HIGH — Prepare in 30 Days,601,Monitor
PROC-02401,City of Toronto — Purchasing and Materials Management,Professional Consulting Services — City of Toronto,CA,2028-01-21,"$75,000–$150,000",Pitney Bowes Inc.,WATCH — 90+ Days,601,Monitor
PROC-02790,Birmingham City Council — Procurement,Electrical Maintenance & Repair Services — Birmingham City Council,UK,2028-01-21,"$300,000–$500,000",Robert Half International,WATCH — 90+ Days,601,Monitor
PROC-01547,Province of British Columbia — BC Bid,Grounds Maintenance & Landscaping Services — Province of British Columbia,CA,2028-01-22,"$25,000,000+",Recall Holdings,MEDIUM — 60-Day Pipeline,602,Monitor
PROC-00114,Highways England (National Highways),Healthcare Facility Support Services — Highways England (National Highways),UK,2028-01-23,"$1,000,000–$2,500,000",Clean Harbors Inc.,HIGH — Prepare in 30 Days,603,Monitor
PROC-01198,Queensland Government — QTenders,Custodial Services Contract — Queensland Government,AU,2028-01-23,"$5,000,000–$10,000,000",CACI International,CRITICAL — Bid Now,603,Monitor
PROC-01251,California Department of Education (CDE),Facilities Maintenance & Repair Services — California Department of Education (CDE),US,2028-01-23,"$25,000,000+",Clean Harbors Inc.,CRITICAL — Bid Now,603,Monitor
PROC-01450,City of Sydney — Procurement,IT Infrastructure & Managed Services Contract — City of Sydney,AU,2028-01-23,"$25,000,000+",Allied Universal Security Services,HIGH — Prepare in 30 Days,603,Monitor
PROC-01895,Public Services and Procurement Canada (PSPC),Facilities Maintenance & Repair Services — Public Services and Procurement Canada (PSPC),CA,2028-01-23,"$25,000–$75,000",Aramark Corporation,WATCH — 90+ Days,603,Monitor
PROC-02392,City of Phoenix — Procurement Division,Environmental Compliance & Remediation Services — City of Phoenix,US,2028-01-23,"$300,000–$500,000",Clean Harbors Inc.,HIGH — Prepare in 30 Days,603,Monitor
PROC-00163,NSW Government — eTendering,Food Services & Catering Contract — NSW Government,AU,2028-01-24,"$10,000,000–$25,000,000",Fluor Corporation,WATCH — 90+ Days,604,Monitor
PROC-00674,Bay Area Rapid Transit (BART),Facilities Maintenance & Repair Services — Bay Area Rapid Transit (BART),US,2028-01-24,"$75,000–$150,000",CACI International,CRITICAL — Bid Now,604,Monitor
PROC-00789,Sacramento County — Purchasing Division,Temporary Staffing & Workforce Solutions — Sacramento County,US,2028-01-24,"$300,000–$500,000",Adecco Group,WATCH — 90+ Days,604,Monitor
PROC-01437,Transport for London (TfL) — Procurement,Temporary Staffing & Workforce Solutions — Transport for London (TfL),UK,2028-01-24,"$300,000–$500,000",Jan-Pro Franchising International,WATCH — 90+ Days,604,Monitor
PROC-01719,Solano County — Purchasing Services,Healthcare Facility Support Services — Solano County,US,2028-01-24,"$500,000–$1,000,000",Stericycle Inc.,CRITICAL — Bid Now,604,Monitor
PROC-02161,Social Security Administration (SSA),Fleet Maintenance & Vehicle Repair Services — Social Security Administration (SSA),US,2028-01-24,"$300,000–$500,000",Coverall Holding Company,MEDIUM — 60-Day Pipeline,604,Monitor
PROC-02912,Department of Energy (DOE),Debris Removal & Waste Hauling Services — Department of Energy (DOE),US,2028-01-24,"$1,000,000–$2,500,000",ABM Industries Inc.,CRITICAL — Bid Now,604,Monitor
PROC-00558,City of Atlanta — Department of Procurement,Public Works & Infrastructure Maintenance — City of Atlanta,US,2028-01-25,"$5,000,000–$10,000,000",Manpower Group,CRITICAL — Bid Now,605,Monitor
PROC-01847,Province of Ontario — Ontario Shared Services,Temporary Staffing & Workforce Solutions — Province of Ontario,CA,2028-01-25,"$25,000,000+",SAIC (Science Applications International Corp.),HIGH — Prepare in 30 Days,605,Monitor
PROC-02469,Province of British Columbia — BC Bid,Uniformed Security Guard Services — Province of British Columbia,CA,2028-01-25,"$25,000,000+",Jani-King International,CRITICAL — Bid Now,605,Monitor
PROC-00858,San Francisco Municipal Transportation Agency (SFMTA),Public Works & Infrastructure Maintenance — San Francisco Municipal Transportation Agency (SFMTA),US,2028-01-26,"$75,000–$150,000",Coverall Holding Company,CRITICAL — Bid Now,606,Monitor
PROC-02425,Denver Public Schools — Procurement,Healthcare Facility Support Services — Denver Public Schools,US,2028-01-26,"$1,000,000–$2,500,000",Manpower Group,MEDIUM — 60-Day Pipeline,606,Monitor
PROC-00658,Department of Energy (DOE),AI & Process Automation Implementation Services — Department of Energy (DOE),US,2028-01-27,"$10,000,000–$25,000,000",Waste Management Inc.,MEDIUM — 60-Day Pipeline,607,Monitor
PROC-00859,Transport for NSW,Environmental Compliance & Remediation Services — Transport for NSW,AU,2028-01-27,"$2,500,000–$5,000,000",Adecco Group,CRITICAL — Bid Now,607,Monitor
PROC-02026,San Francisco Municipal Transportation Agency (SFMTA),HVAC Maintenance & Mechanical Services — San Francisco Municipal Transportation Agency (SFMTA),US,2028-01-27,"$25,000,000+",Allied Universal Security Services,MEDIUM — 60-Day Pipeline,607,Monitor
PROC-00068,City of Toronto — Purchasing and Materials Management,Records Management & Document Digitization Services — City of Toronto,CA,2028-01-28,"$500,000–$1,000,000",Cintas Corporation,WATCH — 90+ Days,608,Monitor
PROC-00584,NSW Government — eTendering,Grounds Maintenance & Landscaping Services — NSW Government,AU,2028-01-28,"$150,000–$300,000",Local Independent Vendor,WATCH — 90+ Days,608,Monitor
PROC-01016,NHS Supply Chain,Temporary Staffing & Workforce Solutions — NHS Supply Chain,UK,2028-01-28,"$75,000–$150,000",Fluor Corporation,CRITICAL — Bid Now,608,Monitor
PROC-01949,City of Seattle — Purchasing & Contracting,AI & Process Automation Implementation Services — City of Seattle,US,2028-01-28,"$25,000–$75,000",Leidos Holdings Inc.,HIGH — Prepare in 30 Days,608,Monitor
PROC-02372,Sacramento County — Purchasing Division,Facilities Maintenance & Repair Services — Sacramento County,US,2028-01-28,"$150,000–$300,000",ServiceMaster Clean,MEDIUM — 60-Day Pipeline,608,Monitor
PROC-02852,City of Seattle — Purchasing & Contracting,Food Services & Catering Contract — City of Seattle,US,2028-01-28,"$10,000,000–$25,000,000",Leidos Holdings Inc.,WATCH — 90+ Days,608,Monitor
PROC-00376,Province of Ontario — Ontario Shared Services,Temporary Staffing & Workforce Solutions — Province of Ontario,CA,2028-01-29,"$1,000,000–$2,500,000",AECOM Technology Corp.,WATCH — 90+ Days,609,Monitor
PROC-01953,City of Toronto — Purchasing and Materials Management,Debris Removal & Waste Hauling Services — City of Toronto,CA,2028-01-29,"$500,000–$1,000,000",Fluor Corporation,WATCH — 90+ Days,609,Monitor
PROC-02816,City of Benicia — Finance Department,Transportation & Logistics Services — City of Benicia,US,2028-01-29,"$150,000–$300,000",Regional Service Provider,WATCH — 90+ Days,609,Monitor
PROC-00845,London Borough of Southwark — Procurement,Records Management & Document Digitization Services — London Borough of Southwark,UK,2028-01-30,"$500,000–$1,000,000",Fluor Corporation,HIGH — Prepare in 30 Days,610,Monitor
PROC-01061,London Borough of Southwark — Procurement,Public Works & Infrastructure Maintenance — London Borough of Southwark,UK,2028-01-30,"$75,000–$150,000",Kforce Inc.,WATCH — 90+ Days,610,Monitor
PROC-02630,City of Chicago — Department of Procurement Services,Healthcare Facility Support Services — City of Chicago,US,2028-01-30,"$5,000,000–$10,000,000",Fluor Corporation,CRITICAL — Bid Now,610,Monitor
PROC-02880,University of California System (UC),Fleet Maintenance & Vehicle Repair Services — University of California System (UC),US,2028-01-30,"$300,000–$500,000",Adecco Group,HIGH — Prepare in 30 Days,610,Monitor
PROC-00932,California Department of Transportation (Caltrans),Records Management & Document Digitization Services — California Department of Transportation (Caltrans),US,2028-01-31,"$500,000–$1,000,000",Regional Service Provider,CRITICAL — Bid Now,611,Monitor
PROC-02472,Ministry of Defence (MOD) — Defence Equipment & Support,Custodial Services Contract — Ministry of Defence (MOD),UK,2028-01-31,"$5,000,000–$10,000,000",Jacobs Engineering Group,HIGH — Prepare in 30 Days,611,Monitor
PROC-02585,NHS Supply Chain,Public Works & Infrastructure Maintenance — NHS Supply Chain,UK,2028-01-31,"$150,000–$300,000",Robert Half International,HIGH — Prepare in 30 Days,611,Monitor
PROC-02656,Transport for London (TfL) — Procurement,Debris Removal & Waste Hauling Services — Transport for London (TfL),UK,2028-01-31,"$500,000–$1,000,000",SAIC (Science Applications International Corp.),WATCH — 90+ Days,611,Monitor
PROC-02669,City of Atlanta — Department of Procurement,Food Services & Catering Contract — City of Atlanta,US,2028-01-31,"$1,000,000–$2,500,000",ServiceMaster Clean,WATCH — 90+ Days,611,Monitor
PROC-01563,Department of Homeland Security (DHS),Uniformed Security Guard Services — Department of Homeland Security (DHS),US,2028-02-01,"$500,000–$1,000,000",ManTech International,CRITICAL — Bid Now,612,Monitor
PROC-01786,Queensland Government — QTenders,Professional Consulting Services — Queensland Government,AU,2028-02-01,"$25,000,000+",Pitney Bowes Inc.,WATCH — 90+ Days,612,Monitor
PROC-00296,City of Vacaville — Administrative Services,Pest Control & Sanitation Services — City of Vacaville,US,2028-02-02,"$2,500,000–$5,000,000",Unknown/No Incumbent,HIGH — Prepare in 30 Days,613,Monitor
PROC-00588,Los Angeles Unified School District (LAUSD),Environmental Compliance & Remediation Services — Los Angeles Unified School District (LAUSD),US,2028-02-02,"$150,000–$300,000",Allied Universal Security Services,WATCH — 90+ Days,613,Monitor
PROC-00688,City of Vacaville — Administrative Services,Records Management & Document Digitization Services — City of Vacaville,US,2028-02-02,"$1,000,000–$2,500,000",Robert Half International,HIGH — Prepare in 30 Days,613,Monitor
PROC-01178,California Department of General Services (DGS),Electrical Maintenance & Repair Services — California Department of General Services (DGS),US,2028-02-02,"$75,000–$150,000",Iron Mountain Inc.,WATCH — 90+ Days,613,Monitor
PROC-01302,Toronto Transit Commission (TTC) — Procurement,Custodial Services Contract — Toronto Transit Commission (TTC),CA,2028-02-02,"$2,500,000–$5,000,000",Unknown/No Incumbent,HIGH — Prepare in 30 Days,613,Monitor
PROC-01817,Port of Los Angeles,Public Works & Infrastructure Maintenance — Port of Los Angeles,US,2028-02-02,"$1,000,000–$2,500,000",Recall Holdings,MEDIUM — 60-Day Pipeline,613,Monitor
PROC-00430,Crown Commercial Service (CCS),Grounds Maintenance & Landscaping Services — Crown Commercial Service (CCS),UK,2028-02-03,"$25,000–$75,000",Waste Management Inc.,HIGH — Prepare in 30 Days,614,Monitor
PROC-00478,Social Security Administration (SSA),Professional Consulting Services — Social Security Administration (SSA),US,2028-02-03,"$2,500,000–$5,000,000",Local Independent Vendor,WATCH — 90+ Days,614,Monitor
PROC-00762,Transport for NSW,HVAC Maintenance & Mechanical Services — Transport for NSW,AU,2028-02-03,"$150,000–$300,000",Adecco Group,CRITICAL — Bid Now,614,Monitor
PROC-00930,Social Security Administration (SSA),Records Management & Document Digitization Services — Social Security Administration (SSA),US,2028-02-03,"$2,500,000–$5,000,000",Sodexo USA,HIGH — Prepare in 30 Days,614,Monitor
PROC-01080,Alameda County — GSA Purchasing,Facilities Maintenance & Repair Services — Alameda County,US,2028-02-03,"$2,500,000–$5,000,000",Regional Service Provider,CRITICAL — Bid Now,614,Monitor
PROC-00774,City of Sydney — Procurement,Debris Removal & Waste Hauling Services — City of Sydney,AU,2028-02-04,"$500,000–$1,000,000",ServiceMaster Clean,CRITICAL — Bid Now,615,Monitor
PROC-00843,Queensland Government — QTenders,Electrical Maintenance & Repair Services — Queensland Government,AU,2028-02-04,"$2,500,000–$5,000,000",Aramark Corporation,CRITICAL — Bid Now,615,Monitor
PROC-01175,City of Vacaville — Administrative Services,Construction & Facility Renovation Services — City of Vacaville,US,2028-02-04,"$150,000–$300,000",Waste Management Inc.,CRITICAL — Bid Now,615,Monitor
PROC-01798,NSW Government — eTendering,Custodial Services Contract — NSW Government,AU,2028-02-04,"$1,000,000–$2,500,000",Fluor Corporation,MEDIUM — 60-Day Pipeline,615,Monitor
PROC-02262,Department of Defense (DoD) — DIBBS,Food Services & Catering Contract — Department of Defense (DoD),US,2028-02-04,"$300,000–$500,000",Pitney Bowes Inc.,MEDIUM — 60-Day Pipeline,615,Monitor
PROC-02718,NASA — Procurement Division,Debris Removal & Waste Hauling Services — NASA,US,2028-02-04,"$25,000–$75,000",Manpower Group,WATCH — 90+ Days,615,Monitor
PROC-00868,Contra Costa County — Purchasing,Temporary Staffing & Workforce Solutions — Contra Costa County,US,2028-02-05,"$25,000–$75,000",Local Independent Vendor,WATCH — 90+ Days,616,Monitor
PROC-01676,California Department of Corrections (CDCR),IT Infrastructure & Managed Services Contract — California Department of Corrections (CDCR),US,2028-02-05,"$1,000,000–$2,500,000",Jani-King International,CRITICAL — Bid Now,616,Monitor
PROC-02318,Transport for London (TfL) — Procurement,Transportation & Logistics Services — Transport for London (TfL),UK,2028-02-05,"$10,000,000–$25,000,000",Republic Services Inc.,HIGH — Prepare in 30 Days,616,Monitor
PROC-02831,California Department of Education (CDE),Environmental Compliance & Remediation Services — California Department of Education (CDE),US,2028-02-05,"$25,000,000+",G4S Secure Solutions,CRITICAL — Bid Now,616,Monitor
PROC-02834,Department of Homeland Security (DHS),Professional Consulting Services — Department of Homeland Security (DHS),US,2028-02-05,"$500,000–$1,000,000",Aramark Corporation,CRITICAL — Bid Now,616,Monitor
PROC-02874,US Postal Service (USPS) — Procurement,Construction & Facility Renovation Services — US Postal Service (USPS),US,2028-02-05,"$25,000–$75,000",ManTech International,MEDIUM — 60-Day Pipeline,616,Monitor
PROC-00089,London Borough of Southwark — Procurement,Electrical Maintenance & Repair Services — London Borough of Southwark,UK,2028-02-06,"$25,000–$75,000",Allied Universal Security Services,HIGH — Prepare in 30 Days,617,Monitor
PROC-01176,Victorian Government — Tenders VIC,Fleet Maintenance & Vehicle Repair Services — Victorian Government,AU,2028-02-06,"$75,000–$150,000",Manpower Group,CRITICAL — Bid Now,617,Monitor
PROC-02156,US Army Corps of Engineers,Records Management & Document Digitization Services — US Army Corps of Engineers,US,2028-02-06,"$25,000–$75,000",Local Independent Vendor,HIGH — Prepare in 30 Days,617,Monitor
PROC-02324,NASA — Procurement Division,Custodial Services Contract — NASA,US,2028-02-06,"$150,000–$300,000",Jan-Pro Franchising International,HIGH — Prepare in 30 Days,617,Monitor
PROC-02432,City of Seattle — Purchasing & Contracting,Electrical Maintenance & Repair Services — City of Seattle,US,2028-02-06,"$5,000,000–$10,000,000",ServiceMaster Clean,WATCH — 90+ Days,617,Monitor
PROC-02791,City of Melbourne — Procurement,Public Works & Infrastructure Maintenance — City of Melbourne,AU,2028-02-06,"$1,000,000–$2,500,000",Waste Management Inc.,MEDIUM — 60-Day Pipeline,617,Monitor
PROC-00007,Miami-Dade County — Internal Services Department,Environmental Compliance & Remediation Services — Miami-Dade County,US,2028-02-07,"$75,000–$150,000",Booz Allen Hamilton,HIGH — Prepare in 30 Days,618,Monitor
PROC-01174,City of Melbourne — Procurement,Grounds Maintenance & Landscaping Services — City of Melbourne,AU,2028-02-07,"$150,000–$300,000",Parsons Corporation,WATCH — 90+ Days,618,Monitor
PROC-01271,Department of Veterans Affairs (VA),IT Infrastructure & Managed Services Contract — Department of Veterans Affairs (VA),US,2028-02-07,"$25,000–$75,000",Xerox Corporation,WATCH — 90+ Days,618,Monitor
PROC-01559,Victorian Government — Tenders VIC,Environmental Compliance & Remediation Services — Victorian Government,AU,2028-02-07,"$500,000–$1,000,000",Sodexo USA,CRITICAL — Bid Now,618,Monitor
PROC-02229,Solano County — Purchasing Services,Healthcare Facility Support Services — Solano County,US,2028-02-07,"$500,000–$1,000,000",Jani-King International,CRITICAL — Bid Now,618,Monitor
PROC-02642,US Army Corps of Engineers,Pest Control & Sanitation Services — US Army Corps of Engineers,US,2028-02-07,"$1,000,000–$2,500,000",Manpower Group,WATCH — 90+ Days,618,Monitor
PROC-02802,San Francisco Municipal Transportation Agency (SFMTA),Uniformed Security Guard Services — San Francisco Municipal Transportation Agency (SFMTA),US,2028-02-07,"$25,000,000+",Cintas Corporation,HIGH — Prepare in 30 Days,618,Monitor
PROC-01968,San Francisco Municipal Transportation Agency (SFMTA),Debris Removal & Waste Hauling Services — San Francisco Municipal Transportation Agency (SFMTA),US,2028-02-08,"$150,000–$300,000",Leidos Holdings Inc.,HIGH — Prepare in 30 Days,619,Monitor
PROC-02331,AusTender — Australian Government Procurement,Construction & Facility Renovation Services — AusTender,AU,2028-02-08,"$25,000,000+",ABM Industries Inc.,MEDIUM — 60-Day Pipeline,619,Monitor
PROC-02896,City of Atlanta — Department of Procurement,HVAC Maintenance & Mechanical Services — City of Atlanta,US,2028-02-08,"$300,000–$500,000",Clean Harbors Inc.,HIGH — Prepare in 30 Days,619,Monitor
PROC-00058,City of Atlanta — Department of Procurement,Environmental Compliance & Remediation Services — City of Atlanta,US,2028-02-09,"$2,500,000–$5,000,000",Fluor Corporation,HIGH — Prepare in 30 Days,620,Monitor
PROC-02041,California Department of General Services (DGS),Healthcare Facility Support Services — California Department of General Services (DGS),US,2028-02-09,"$300,000–$500,000",Allied Universal Security Services,MEDIUM — 60-Day Pipeline,620,Monitor
PROC-02719,Port of Oakland,Facilities Maintenance & Repair Services — Port of Oakland,US,2028-02-09,"$1,000,000–$2,500,000",Robert Half International,CRITICAL — Bid Now,620,Monitor
PROC-00231,Los Angeles Unified School District (LAUSD),Construction & Facility Renovation Services — Los Angeles Unified School District (LAUSD),US,2028-02-10,"$150,000–$300,000",Regional Service Provider,WATCH — 90+ Days,621,Monitor
PROC-00773,NASA — Procurement Division,AI & Process Automation Implementation Services — NASA,US,2028-02-10,"$300,000–$500,000",Aramark Corporation,CRITICAL — Bid Now,621,Monitor
PROC-01230,Port of Oakland,Electrical Maintenance & Repair Services — Port of Oakland,US,2028-02-10,"$2,500,000–$5,000,000",Recall Holdings,HIGH — Prepare in 30 Days,621,Monitor
PROC-02504,Crown Commercial Service (CCS),Facilities Maintenance & Repair Services — Crown Commercial Service (CCS),UK,2028-02-10,"$1,000,000–$2,500,000",Fluor Corporation,WATCH — 90+ Days,621,Monitor
PROC-00220,City of Houston — Office of Business Opportunities,Uniformed Security Guard Services — City of Houston,US,2028-02-11,"$75,000–$150,000",G4S Secure Solutions,WATCH — 90+ Days,622,Monitor
PROC-00419,AusTender — Australian Government Procurement,Healthcare Facility Support Services — AusTender,AU,2028-02-11,"$5,000,000–$10,000,000",Local Independent Vendor,MEDIUM — 60-Day Pipeline,622,Monitor
PROC-00748,General Services Administration (GSA),Healthcare Facility Support Services — General Services Administration (GSA),US,2028-02-11,"$25,000–$75,000",Robert Half International,CRITICAL — Bid Now,622,Monitor
PROC-02640,Greater Vancouver Transit Authority (TransLink),Pest Control & Sanitation Services — Greater Vancouver Transit Authority (TransLink),CA,2028-02-11,"$1,000,000–$2,500,000",Xerox Corporation,WATCH — 90+ Days,622,Monitor
PROC-02634,City of Fairfield — Purchasing,Grounds Maintenance & Landscaping Services — City of Fairfield,US,2028-02-12,"$500,000–$1,000,000",Clean Harbors Inc.,WATCH — 90+ Days,623,Monitor
PROC-00887,Highways England (National Highways),Healthcare Facility Support Services — Highways England (National Highways),UK,2028-02-13,"$300,000–$500,000",Waste Management Inc.,WATCH — 90+ Days,624,Monitor
PROC-01168,Birmingham City Council — Procurement,Grounds Maintenance & Landscaping Services — Birmingham City Council,UK,2028-02-13,"$300,000–$500,000",ServiceMaster Clean,CRITICAL — Bid Now,624,Monitor
PROC-02654,City of Houston — Office of Business Opportunities,Records Management & Document Digitization Services — City of Houston,US,2028-02-13,"$500,000–$1,000,000",Jani-King International,CRITICAL — Bid Now,624,Monitor
PROC-00023,California Department of General Services (DGS),Uniformed Security Guard Services — California Department of General Services (DGS),US,2028-02-14,"$5,000,000–$10,000,000",Manpower Group,HIGH — Prepare in 30 Days,625,Monitor
PROC-00204,California Department of Education (CDE),AI & Process Automation Implementation Services — California Department of Education (CDE),US,2028-02-14,"$2,500,000–$5,000,000",Jan-Pro Franchising International,CRITICAL — Bid Now,625,Monitor
PROC-01216,City of Vacaville — Administrative Services,Grounds Maintenance & Landscaping Services — City of Vacaville,US,2028-02-14,"$300,000–$500,000",Sodexo USA,HIGH — Prepare in 30 Days,625,Monitor
PROC-01744,Public Services and Procurement Canada (PSPC),Facilities Maintenance & Repair Services — Public Services and Procurement Canada (PSPC),CA,2028-02-14,"$500,000–$1,000,000",Unknown/No Incumbent,MEDIUM — 60-Day Pipeline,625,Monitor
PROC-02525,Birmingham City Council — Procurement,Uniformed Security Guard Services — Birmingham City Council,UK,2028-02-14,"$1,000,000–$2,500,000",Unknown/No Incumbent,MEDIUM — 60-Day Pipeline,625,Monitor
PROC-02949,Queensland Government — QTenders,Debris Removal & Waste Hauling Services — Queensland Government,AU,2028-02-14,"$75,000–$150,000",Local Independent Vendor,WATCH — 90+ Days,625,Monitor
PROC-00021,Highways England (National Highways),Pest Control & Sanitation Services — Highways England (National Highways),UK,2028-02-15,"$5,000,000–$10,000,000",Jan-Pro Franchising International,HIGH — Prepare in 30 Days,626,Monitor
PROC-00453,US Army Corps of Engineers,Public Works & Infrastructure Maintenance — US Army Corps of Engineers,US,2028-02-15,"$150,000–$300,000",Cintas Corporation,HIGH — Prepare in 30 Days,626,Monitor
PROC-00925,University of California System (UC),IT Infrastructure & Managed Services Contract — University of California System (UC),US,2028-02-15,"$75,000–$150,000",Waste Management Inc.,CRITICAL — Bid Now,626,Monitor
PROC-01380,US Postal Service (USPS) — Procurement,Professional Consulting Services — US Postal Service (USPS),US,2028-02-15,"$500,000–$1,000,000",Adecco Group,HIGH — Prepare in 30 Days,626,Monitor
PROC-02954,City of Toronto — Purchasing and Materials Management,Professional Consulting Services — City of Toronto,CA,2028-02-15,"$1,000,000–$2,500,000",Jan-Pro Franchising International,WATCH — 90+ Days,626,Monitor
PROC-00410,Social Security Administration (SSA),Debris Removal & Waste Hauling Services — Social Security Administration (SSA),US,2028-02-16,"$25,000–$75,000",Recall Holdings,CRITICAL — Bid Now,627,Monitor
PROC-00966,California Department of Education (CDE),HVAC Maintenance & Mechanical Services — California Department of Education (CDE),US,2028-02-16,"$300,000–$500,000",Waste Management Inc.,CRITICAL — Bid Now,627,Monitor
PROC-01015,AusTender — Australian Government Procurement,Custodial Services Contract — AusTender,AU,2028-02-16,"$25,000,000+",Cintas Corporation,CRITICAL — Bid Now,627,Monitor
PROC-02295,City of Chicago — Department of Procurement Services,HVAC Maintenance & Mechanical Services — City of Chicago,US,2028-02-16,"$25,000,000+",AECOM Technology Corp.,WATCH — 90+ Days,627,Monitor
PROC-02500,Los Angeles Unified School District (LAUSD),Food Services & Catering Contract — Los Angeles Unified School District (LAUSD),US,2028-02-16,"$300,000–$500,000",CACI International,HIGH — Prepare in 30 Days,627,Monitor
PROC-02580,US Postal Service (USPS) — Procurement,Fleet Maintenance & Vehicle Repair Services — US Postal Service (USPS),US,2028-02-16,"$150,000–$300,000",Stericycle Inc.,WATCH — 90+ Days,627,Monitor
PROC-00326,City of Sydney — Procurement,Healthcare Facility Support Services — City of Sydney,AU,2028-02-17,"$75,000–$150,000",Leidos Holdings Inc.,HIGH — Prepare in 30 Days,628,Monitor
PROC-00959,City of Fairfield — Purchasing,Environmental Compliance & Remediation Services — City of Fairfield,US,2028-02-17,"$2,500,000–$5,000,000",Leidos Holdings Inc.,CRITICAL — Bid Now,628,Monitor
PROC-01135,Toronto Transit Commission (TTC) — Procurement,Fleet Maintenance & Vehicle Repair Services — Toronto Transit Commission (TTC),CA,2028-02-17,"$25,000,000+",Aramark Corporation,MEDIUM — 60-Day Pipeline,628,Monitor
PROC-01589,City of Vacaville — Administrative Services,Temporary Staffing & Workforce Solutions — City of Vacaville,US,2028-02-17,"$10,000,000–$25,000,000",Iron Mountain Inc.,CRITICAL — Bid Now,628,Monitor
PROC-02479,Province of Ontario — Ontario Shared Services,Construction & Facility Renovation Services — Province of Ontario,CA,2028-02-17,"$150,000–$300,000",Kforce Inc.,CRITICAL — Bid Now,628,Monitor
PROC-00926,City of Vallejo — Purchasing Division,Debris Removal & Waste Hauling Services — City of Vallejo,US,2028-02-18,"$1,000,000–$2,500,000",Booz Allen Hamilton,CRITICAL — Bid Now,629,Monitor
PROC-02446,Crown Commercial Service (CCS),HVAC Maintenance & Mechanical Services — Crown Commercial Service (CCS),UK,2028-02-18,"$75,000–$150,000",Aramark Corporation,MEDIUM — 60-Day Pipeline,629,Monitor
PROC-00361,Bay Area Rapid Transit (BART),Construction & Facility Renovation Services — Bay Area Rapid Transit (BART),US,2028-02-19,"$25,000,000+",Waste Management Inc.,HIGH — Prepare in 30 Days,630,Monitor
PROC-01079,NHS Supply Chain,Transportation & Logistics Services — NHS Supply Chain,UK,2028-02-19,"$150,000–$300,000",Waste Management Inc.,MEDIUM — 60-Day Pipeline,630,Monitor
PROC-01732,Queensland Government — QTenders,Fleet Maintenance & Vehicle Repair Services — Queensland Government,AU,2028-02-19,"$150,000–$300,000",Aramark Corporation,WATCH — 90+ Days,630,Monitor
PROC-02466,California Department of General Services (DGS),Electrical Maintenance & Repair Services — California Department of General Services (DGS),US,2028-02-19,"$2,500,000–$5,000,000",Fluor Corporation,CRITICAL — Bid Now,630,Monitor
PROC-00123,NHS Supply Chain,Uniformed Security Guard Services — NHS Supply Chain,UK,2028-02-20,"$25,000–$75,000",Unknown/No Incumbent,HIGH — Prepare in 30 Days,631,Monitor
PROC-00409,City of Melbourne — Procurement,Pest Control & Sanitation Services — City of Melbourne,AU,2028-02-20,"$150,000–$300,000",Parsons Corporation,HIGH — Prepare in 30 Days,631,Monitor
PROC-01386,Department of Homeland Security (DHS),Uniformed Security Guard Services — Department of Homeland Security (DHS),US,2028-02-20,"$1,000,000–$2,500,000",ServiceMaster Clean,WATCH — 90+ Days,631,Monitor
